step,w. mask,w.o. mask,provenance
91,0.290331,0.226893,reconstructed_from_paper
92,0.291789,0.214958,reconstructed_from_paper
93,0.299949,0.215032,reconstructed_from_paper
94,0.300939,0.225426,reconstructed_from_paper
95,0.300626,0.223733,reconstructed_from_paper
96,0.289934,0.245827,reconstructed_from_paper
97,0.276457,0.217090,reconstructed_from_paper
98,0.304436,0.233596,reconstructed_from_paper
99,0.306781,0.230709,reconstructed_from_paper
100,0.316009,0.213231,reconstructed_from_paper
101,0.306862,0.242981,reconstructed_from_paper
102,0.304315,0.235647,reconstructed_from_paper
103,0.313999,0.203872,reconstructed_from_paper
104,0.299788,0.243107,reconstructed_from_paper
105,0.305391,0.248569,reconstructed_from_paper
106,0.307168,0.224436,reconstructed_from_paper
107,0.319010,0.260675,reconstructed_from_paper
108,0.334919,0.239352,reconstructed_from_paper
109,0.325772,0.221321,reconstructed_from_paper
110,0.330270,0.246501,reconstructed_from_paper
111,0.324501,0.233988,reconstructed_from_paper
112,0.326284,0.220685,reconstructed_from_paper
113,0.321903,0.209843,reconstructed_from_paper
114,0.324689,0.244681,reconstructed_from_paper
115,0.308932,0.231369,reconstructed_from_paper
116,0.320176,0.251773,reconstructed_from_paper
117,0.320916,0.248809,reconstructed_from_paper
118,0.339317,0.236565,reconstructed_from_paper
119,0.339326,0.237129,reconstructed_from_paper
120,0.344547,0.270684,reconstructed_from_paper
121,0.349244,0.270552,reconstructed_from_paper
122,0.335727,0.257664,reconstructed_from_paper
123,0.347979,0.242596,reconstructed_from_paper
124,0.356536,0.234427,reconstructed_from_paper
125,0.342170,0.243692,reconstructed_from_paper
126,0.352271,0.273753,reconstructed_from_paper
127,0.343584,0.257366,reconstructed_from_paper
128,0.333323,0.247457,reconstructed_from_paper
129,0.348494,0.234895,reconstructed_from_paper
130,0.342255,0.255615,reconstructed_from_paper
131,0.350993,0.241512,reconstructed_from_paper
132,0.347697,0.255084,reconstructed_from_paper
133,0.355231,0.266345,reconstructed_from_paper
134,0.336834,0.271897,reconstructed_from_paper
135,0.371854,0.259491,reconstructed_from_paper
136,0.367299,0.253504,reconstructed_from_paper
137,0.354842,0.262524,reconstructed_from_paper
138,0.351595,0.285894,reconstructed_from_paper
139,0.360106,0.266468,reconstructed_from_paper
140,0.366677,0.242081,reconstructed_from_paper
141,0.365848,0.285114,reconstructed_from_paper
142,0.366850,0.267521,reconstructed_from_paper
143,0.349045,0.314531,reconstructed_from_paper
144,0.356912,0.259191,reconstructed_from_paper
145,0.377850,0.265527,reconstructed_from_paper
146,0.370154,0.263635,reconstructed_from_paper
147,0.357185,0.274255,reconstructed_from_paper
148,0.363520,0.261643,reconstructed_from_paper
149,0.359985,0.249882,reconstructed_from_paper
150,0.364491,0.244578,reconstructed_from_paper
151,0.383189,0.271250,reconstructed_from_paper
152,0.373029,0.266750,reconstructed_from_paper
153,0.384916,0.266879,reconstructed_from_paper
154,0.378427,0.306421,reconstructed_from_paper
155,0.365781,0.288636,reconstructed_from_paper
156,0.373719,0.293942,reconstructed_from_paper
157,0.398557,0.272395,reconstructed_from_paper
158,0.374770,0.284899,reconstructed_from_paper
159,0.373457,0.278746,reconstructed_from_paper
160,0.393000,0.279972,reconstructed_from_paper
161,0.384661,0.294646,reconstructed_from_paper
162,0.384837,0.293755,reconstructed_from_paper
163,0.397776,0.290646,reconstructed_from_paper
164,0.372437,0.289574,reconstructed_from_paper
165,0.391103,0.268103,reconstructed_from_paper
166,0.380028,0.279296,reconstructed_from_paper
167,0.378092,0.296400,reconstructed_from_paper
168,0.383785,0.286944,reconstructed_from_paper
169,0.400696,0.282261,reconstructed_from_paper
170,0.391031,0.299574,reconstructed_from_paper
171,0.378071,0.282572,reconstructed_from_paper
172,0.384845,0.287321,reconstructed_from_paper
173,0.407187,0.310630,reconstructed_from_paper
174,0.403928,0.294158,reconstructed_from_paper
175,0.387483,0.320785,reconstructed_from_paper
176,0.417013,0.309075,reconstructed_from_paper
177,0.395012,0.314352,reconstructed_from_paper
178,0.389041,0.320110,reconstructed_from_paper
179,0.398463,0.274484,reconstructed_from_paper
180,0.408007,0.305273,reconstructed_from_paper
181,0.414278,0.289235,reconstructed_from_paper
182,0.410282,0.302172,reconstructed_from_paper
183,0.399115,0.308465,reconstructed_from_paper
184,0.398751,0.328782,reconstructed_from_paper
185,0.392160,0.311660,reconstructed_from_paper
186,0.404173,0.336756,reconstructed_from_paper
187,0.400607,0.307124,reconstructed_from_paper
188,0.408178,0.314930,reconstructed_from_paper
189,0.396504,0.318184,reconstructed_from_paper
190,0.403308,0.331416,reconstructed_from_paper
191,0.400994,0.318381,reconstructed_from_paper
192,0.399020,0.311451,reconstructed_from_paper
193,0.399824,0.316651,reconstructed_from_paper
194,0.401819,0.302523,reconstructed_from_paper
195,0.401105,0.341360,reconstructed_from_paper
196,0.416059,0.335156,reconstructed_from_paper
197,0.412836,0.331670,reconstructed_from_paper
198,0.401817,0.330551,reconstructed_from_paper
199,0.417417,0.319068,reconstructed_from_paper
200,0.416164,0.322907,reconstructed_from_paper
